City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,yuzhno-kurilsk,44.0306,145.8556,278.84,75,17,6.49,RU,1682626076
366,long beach,33.767,-118.1892,303.61,77,0,4.12,US,1682626072
367,kasongo-lunda,-6.4667,16.8167,296.71,84,15,0.65,CD,1682626076
368,harper,4.375,-7.7169,300.69,81,65,3.21,LR,1682626077
369,ussel,45.55,2.3167,284.98,96,81,0.15,FR,1682626077
370,columbia city,41.1573,-85.4883,290.72,36,100,4.47,US,1682626077
371,mwaya,-9.55,33.95,295.99,83,90,1.7,TZ,1682626077
372,waliso,8.5333,37.9833,288.07,93,100,0.71,ET,1682626078
373,mount isa,-20.7333,139.5,288.02,82,54,2.06,AU,1682625985
374,namdrik,5.5994,168.1028,301.71,77,100,6.95,MH,1682626078
375,mormugao,15.4,73.8,299.82,75,6,2.52,IN,1682626078
376,luziania,-16.2525,-47.9503,301.98,59,48,3.32,BR,1682625804
377,mizdah,31.4451,12.9801,294.04,34,2,7.41,LY,1682626079
378,mezhdurechenskiy,59.6,65.9333,283.63,89,76,2.35,RU,1682626079
379,labuan,5.2767,115.2417,300.48,82,100,2.67,MY,1682626079
380,punta arenas,-53.15,-70.9167,281.16,61,40,6.17,CL,1682625992
381,pudozh,61.8099,36.5345,280.73,75,90,3.73,RU,1682626079
382,saint-pierre,-21.3393,55.4781,295.97,88,100,3.6,RE,1682626080
383,ulety,51.3572,112.4849,271.72,87,84,0.67,RU,1682626080
384,bandon,51.7469,-8.7425,283.92,99,100,1.08,IE,1682626080
385,buique,-8.6231,-37.1558,296.6,73,76,2.29,BR,1682626080
386,poso,-1.3959,120.7524,301.67,69,100,1.65,ID,1682626081
387,lorengau,-2.0226,147.2712,300.67,79,79,1.23,PG,1682626081
388,puerto aysen,-45.4,-72.7,283.17,76,100,5.14,CL,1682626081
389,antsohihy,-14.8796,47.9875,297.62,79,22,2.43,MG,1682626082
390,sarikei,2.1167,111.5167,296.27,98,97,0.53,MY,1682626083
391,polyarnyye zori,67.3661,32.4981,272.87,94,100,3.41,RU,1682626083
392,acarau,-2.8856,-40.12,298.72,86,100,2.23,BR,1682626055
393,mahina,-17.5065,-149.489,302.02,79,75,3.09,PF,1682625927
394,la'ie,21.6477,-157.9253,297.13,92,18,3.29,US,1682626085
395,lakhipur,26.0299,90.3041,299.65,47,100,0.67,IN,1682626085
396,serang,-6.1149,106.1502,298.78,88,100,1.4,ID,1682626086
397,flying fish cove,-10.4217,105.6791,300.33,81,99,7.66,CX,1682626086
398,thunder bay,48.4001,-89.3168,280.14,70,100,14.4,CA,1682625843
399,isla vista,34.4133,-119.861,301.48,61,40,3.09,US,1682625805
400,concepcion,-36.827,-73.0498,287.04,100,100,5.14,CL,1682625914
401,pacific grove,36.6177,-121.9166,301.67,72,0,4.02,US,1682626088
402,arawa,-6.2132,155.5367,298.43,91,25,0.98,PG,1682626088
403,barclayville,4.6797,-8.2339,299.45,85,60,2.14,LR,1682626089
404,mar del plata,-38.0023,-57.5575,292.5,81,0,3.6,AR,1682626009
405,tibati,6.4667,12.6333,293.3,96,100,2.72,CM,1682626089
